task_id,microservice_id,instructions,bytes,dependencies,storage_req,status,arrival_time,start_time,latency,wait_time,service_time,response_time,spin_up_delay,end_time,deadline,assigned_resource,nearest_resource,resource_IPT,resource_storage
16,48,4355.908871,649.9855892,,3.336474068,completed,1410,1514.52868274336,104.52868274336001,0,1.5020375417241378,210.55940302844397,0.0,1516.030720285084,1600,Edge_cloud(2),Edge_cloud(2),2900,32
16,49,952.4083497,889.1586737,,3.995020891,completed,1410,1552.98771473096,142.98771473096,8.526512829121202e-14,8.658257724545456,294.6336871864655,0.0,1561.6459724555054,1600,Edge_cloud(0),Edge_cloud(2),110,64
16,50,326.3627677,602.7054783,48,47.15187746,completed,1410,1516.0328634850841,96.92604091064,9.106822574444138,0.1125388854137931,203.07144328113804,1516.0328634850841,1516.145402370498,1600,Edge_cloud(1),Edge_cloud(2),2900,64
16,51,2940.023964,507.1320739,48,42.6437,completed,1410,1572.372263648,162.372263648,0,0.05880047928,324.80332777527997,1516.4206402850841,1572.43106412728,1600,CentralCloud(4),Edge_cloud(2),50000,1000000
17,52,4571.764632,147.4826131,,42.40206206,completed,1530,1577.284436192,47.284436192,0,0.09143529264000001,94.66030767663983,0.0,1577.37587148464,1686,CentralCloud(4),Edge_cloud(3),50000,1000000
17,53,969.0216721,124.5802306,52,46.28662135,completed,1530,1577.66451148464,20.04350108048,27.62101040415989,0.2618977492162162,67.96991031433595,1577.66451148464,1577.926409233856,1686,Edge_cloud(3),Edge_cloud(3),3700,64
17,54,134.5102817,162.7783496,"52,53",25.75751412,completed,1530,1577.928682833856,26.185758615680005,21.742924218176096,0.046382855758620695,74.16082430529468,1577.928682833856,1577.9750656896147,1686,Edge_cloud(1),Edge_cloud(3),2900,64
17,55,4046.930626,180.1299965,54,13.11988889,completed,1530,1587.73159888,57.73159888000001,8.526512829121202e-14,0.08093861252,115.54413637252014,1578.3289856896147,1587.81253749252,1686,CentralCloud(4),Edge_cloud(3),50000,1000000
17,56,476.298853,641.4983217,"53,52",20.66605221,completed,1530,1633.16393012936,103.16393012936001,8.526512829121202e-14,4.329989572727273,210.6578498314475,1577.928846833856,1637.4939197020874,1686,Edge_cloud(0),Edge_cloud(3),110,64
18,57,2127.159556,743.5714378,,36.22433957,completed,1680,1799.57728719824,119.57728719824,0,0.7335032951724139,239.88807769165214,0.0,1800.3107904934122,1850,Edge_cloud(1),Edge_cloud(3),2900,64
18,58,3426.547952,534.6916077,,43.9256107,completed,1680,1765.98941051816,85.98941051816,0,31.150435927272728,203.12925696359275,0.0,1797.1398464454328,1850,Edge_cloud(0),Edge_cloud(3),110,64
18,59,1260.308169,830.7275552,,22.31945541,completed,1680,1813.59199087616,133.59199087616,2.842170943040401e-14,0.43458902379310344,267.6185707761131,0.0,1814.026579899953,1850,Edge_cloud(2),Edge_cloud(3),2900,32
18,60,511.4165609,991.3505945,58,27.23366681,completed,1680,1839.4201755956,159.4201755956,8.526512829121202e-14,4.6492414627272725,323.4895926539275,1797.1398464454328,1844.0694170583274,1850,Edge_cloud(0),Edge_cloud(3),110,64
18,61,3873.104019,821.8125028,"57,58,60",46.65736667,rejected,1680,,0,0,0,0,1844.0719914583274,,1850,,Edge_cloud(3),,
19,62,3187.857916,697.9335499,,6.267433218,completed,1830,1942.23871482392,112.23871482392,0,1.0992613503448276,225.57669099818486,0.0,1943.337976174265,1983,Edge_cloud(1),Edge_cloud(3),2900,64
19,63,4943.603374,537.1677724,,43.25266163,rejected,1830,,0,0,0,0,0.0,,1983,,Edge_cloud(3),,
19,64,1787.109363,454.364541,,8.80606663,completed,1830,1975.48665312,145.48665312,2.842170943040401e-14,0.03574218726,291.00904842726004,0.0,1975.52239530726,1983,CentralCloud(4),Edge_cloud(3),50000,1000000
19,65,402.6356928,93.54845674,64,24.70920616,completed,1830,1975.89023530726,15.053591843792,130.8366434634679,0.13883989406896552,161.08266704512084,1975.89023530726,1976.0290752013289,1983,Edge_cloud(2),Edge_cloud(3),2900,32
19,66,3698.315173,405.3750609,,11.7027333,completed,1830,1959.810019488,129.810019488,8.526512829121202e-14,0.07396630346,259.69400527946027,0.0,1959.8839857914602,1983,CentralCloud(4),Edge_cloud(3),50000,1000000
20,67,2656.493752,911.0332904,,30.5444339,rejected,1980,,0,0,0,0,0,,2093,,Edge_cloud(0),,
21,68,1144.699264,809.9424036,,28.37009766,rejected,2010,,0,0,0,0,0,,2118,,Edge_cloud(0),,
22,69,3930.472046,223.8908514,,19.62036085,completed,2040,2076.01264890512,36.01264890512,0,1.355335188275862,73.38063299851592,0.0,2077.367984093396,2142,Edge_cloud(1),Edge_cloud(2),2900,64
23,70,1098.401881,471.9417069,,43.30187223,completed,2070,2145.89922646952,75.89922646952,0,9.985471645454545,161.78392458449434,0.0,2155.8846981149745,2171,Edge_cloud(0),Edge_cloud(2),110,64
24,71,1377.242109,818.5559705,,33.33085269,rejected,2100,,0,0,0,0,0,,2209,,Edge_cloud(3),,
25,72,553.3899164,76.71070924,,36.33905112,completed,2130,2154.6374269568,24.6374269568,2.842170943040401e-14,0.011067798327999999,49.28592171192804,0.0,2154.648494755128,2222,CentralCloud(4),Edge_cloud(1),50000,1000000
26,73,2057.218167,393.5186598,,8.382327172,completed,2160,2223.28880049584,63.28880049584,0,0.7093855748275862,127.2869865665075,0.0,2223.9981860706675,2335,Edge_cloud(2),Edge_cloud(3),2900,32
26,74,2152.753197,853.3228245,73,44.27511822,completed,2160,2297.2253101796,137.2253101796,0,0.7423286886206897,275.19294904782055,2224.0001044706673,2297.9676388682205,2335,Edge_cloud(1),Edge_cloud(3),2900,64
26,75,2621.352773,409.8588855,73,9.184968017,completed,2160,2225.9163087884,65.9163087884,0,0.9039147493103449,132.73653232611014,2223.9981860706675,2226.8202235377103,2335,Edge_cloud(2),Edge_cloud(3),2900,32
26,76,3573.924909,86.83849828,,11.91646325,completed,2160,2187.8783194496,27.8783194496,0,0.07147849818,55.82811739738008,0.0,2187.94979794778,2335,CentralCloud(4),Edge_cloud(3),50000,1000000
27,77,4539.894551,547.1090248,,7.274701786,completed,2280,2367.98613118784,87.98613118784002,0,1.5654808796551725,177.53774325533504,0.0,2369.551612067495,2441,Edge_cloud(2),Edge_cloud(3),2900,32
27,78,774.8970846,863.12507,77,22.57760119,completed,2280,2418.801511256,138.801511256,1.4210854715202004e-13,0.2672058912413793,277.8702284032415,2369.553492867495,2419.0687171472414,2441,Edge_cloud(1),Edge_cloud(3),2900,64
27,79,366.3056819,594.3826875,,44.49775236,completed,2280,2375.58773615,95.58773615000001,1.7053025658242404e-13,0.09900153564864865,191.27447383564913,0.0,2375.686737685649,2441,Edge_cloud(3),Edge_cloud(3),3700,64
28,80,190.8030446,234.0163171,,13.36992846,completed,2370,2444.975221472,74.97522147199999,1.7053025658242404e-13,0.003816060892,149.95425900489226,0.0,2444.979037532892,2510,CentralCloud(4),Edge_cloud(3),50000,1000000
28,81,803.7447525,390.3972239,80,19.3139176,completed,2370,2445.327197532892,62.78687360311999,12.540323929772121,0.2771533629310345,138.3912244989433,2445.327197532892,2445.6043508958232,2510,Edge_cloud(1),Edge_cloud(3),2900,64
28,82,3323.95248,455.6221276,"81,80",42.45725458,completed,2370,2445.6061596958234,73.27503811808,2.331121577743403,0.8983655351351351,149.77956334903865,2445.6061596958234,2446.5045252309587,2510,Edge_cloud(3),Edge_cloud(3),3700,64
29,83,3664.637682,583.4736903,,31.27294871,completed,2460,2553.83356940024,93.83356940024001,0,0.9904426167567568,188.65758141723654,0.0,2554.8240120169967,2613,Edge_cloud(3),Edge_cloud(2),3700,64
29,84,3953.877996,761.7575155,,37.82920329,completed,2460,2582.5016084924,122.50160849240001,0,1.3634062055172413,246.3666231903171,0.0,2583.865014697917,2613,Edge_cloud(1),Edge_cloud(2),2900,64
29,85,1294.170238,107.8848815,"83,84",11.48600242,completed,2460,2583.867152297917,17.3588889452,106.50826335271708,0.4462655993103448,141.67230684242713,2583.867152297917,2584.3134178972273,2613,Edge_cloud(2),Edge_cloud(2),2900,32
29,86,1598.884585,890.7555127,,36.1080033,rejected,2460,,0,0,0,0,0.0,,2613,,Edge_cloud(2),,
29,87,2467.359763,22.18660599,,12.15291835,completed,2460,2467.1897139168,7.1897139168,0,0.04934719526,14.428775028859945,0.0,2467.23906111206,2613,CentralCloud(4),Edge_cloud(2),50000,1000000
30,88,409.5971746,376.3518113,,49.37838513,completed,2610,2670.52837125704,60.52837125704,0,0.14124040503448276,121.19798291911411,0.0,2670.669611662074,2725,Edge_cloud(1),Edge_cloud(3),2900,64
30,89,3094.593464,37.14610687,88,28.43442165,completed,2610,2670.669611662074,5.984093984695999,54.6855176773782,1.0671011944827586,67.72080684125285,2670.669611662074,2671.736712856557,2725,Edge_cloud(1),Edge_cloud(3),2900,64
31,90,4920.301665,399.0444831,,35.08632364,completed,2670,2797.784234592,127.78423459199999,0,0.0984060333,255.66687521729955,0.0,2797.8826406252997,2823,CentralCloud(4),Edge_cloud(1),50000,1000000
31,91,1867.950926,530.5544729,90,6.801677623,completed,2670,2798.1428006252995,85.32415924232,42.81864138297952,0.6441210089655173,214.11108087658522,2798.1428006252995,2798.786921634265,2823,Edge_cloud(1),Edge_cloud(1),2900,64
31,92,3788.952628,516.5645727,,13.28214302,completed,2670,2753.07458329016,83.07458329016,0,1.3065353889655174,167.4557019692852,0.0,2754.3811186791254,2823,Edge_cloud(2),Edge_cloud(1),2900,32
31,93,2550.166186,173.9720636,"91,92,90",7.847292319,completed,2670,2798.788920034265,27.985707826880002,100.80321220738517,0.6892341043243243,157.46386196546973,2798.788920034265,2799.4781541385896,2823,Edge_cloud(3),Edge_cloud(1),3700,64
31,94,726.2780374,649.283105,92,20.11836505,completed,2670,2774.415723284,104.415723284,0,0.19629136145945947,209.0277379294589,2754.3835026791253,2774.612014645459,2823,Edge_cloud(3),Edge_cloud(1),3700,64
32,95,2952.963499,54.330666,,14.92265735,completed,2820,2828.7473710928,8.7473710928,2.220446049250313e-13,0.7980982429729729,18.292840428573527,0.0,2829.5454693357733,2916,Edge_cloud(3),Edge_cloud(1),3700,64
33,96,1569.383915,764.2877519,,36.91319072,completed,2850,2972.90847050552,122.90847050552,1.9895196601282805e-13,0.4241578148648648,246.24109882590528,0.0,2973.332628320385,3008,Edge_cloud(3),Edge_cloud(3),3700,64
33,97,268.5757214,947.1779897,96,6.326740002,completed,2850,3002.31722074376,152.31722074375998,1.4210854715202004e-13,0.07258803281081082,304.70702952033116,2973.332628320385,3002.389808776571,3008,Edge_cloud(3),Edge_cloud(3),3700,64
33,98,3211.155678,346.3711389,97,37.85090905,completed,2850,3002.681488776571,110.92876444800001,41.75272432857085,0.06422311356,263.6744763381307,3002.681488776571,3002.7457118901307,3008,CentralCloud(4),Edge_cloud(3),50000,1000000
33,99,4308.768512,522.0669879,"96,97",3.239536407,completed,2850,3002.392155176571,83.95937165432001,68.43278352225111,1.4857822455172414,237.83730907640847,3002.392155176571,3003.8779374220885,3008,Edge_cloud(2),Edge_cloud(3),2900,32
33,100,1789.371858,385.1211753,"97,98",10.89887403,completed,2850,3002.7457118901307,123.32877609599998,29.416935794130694,0.03578743716,276.11027542329066,3002.7457118901307,3002.7814993272905,3008,CentralCloud(4),Edge_cloud(3),50000,1000000
34,101,2012.448181,16.6432864,,39.80628461,completed,3000,3002.68724045312,2.68724045312,1.199040866595169e-14,0.6939476486206897,6.06842855486093,0.0,3003.381188101741,3121,Edge_cloud(1),Edge_cloud(1),2900,64
34,102,4466.006247,392.0157579,101,37.39605541,completed,3000,3063.04713387032,63.04713387031999,7.815970093361102e-14,1.5400021541379312,127.63426989477784,3003.381188101741,3064.587136024458,3121,Edge_cloud(1),Edge_cloud(1),2900,64
35,103,4086.683186,793.8030567,,24.33997958,completed,3060,3187.65453151736,127.65453151736,0,1.4092010986206898,256.7182641333402,0.0,3189.0637326159804,3231,Edge_cloud(2),Edge_cloud(0),2900,32
35,104,3603.268835,600.0289538,,3.449153039,completed,3060,3156.49565577104,96.49565577104,2.1316282072803006e-13,0.9738564418918918,193.96516798397215,0.0,3157.469512212932,3231,Edge_cloud(3),Edge_cloud(0),3700,64
35,105,1319.105612,110.2473155,"104,103",30.88479334,completed,3060,3189.3629326159803,35.369140959999996,93.9937916559803,0.026382112240000002,164.75845568822024,3189.3629326159803,3189.38931472822,3231,CentralCloud(4),Edge_cloud(0),50000,1000000
35,106,4560.061609,848.6680948,,20.92948109,rejected,3060,,0,0,0,0,0.0,,3231,,Edge_cloud(0),,
36,107,856.6372119,535.7744914,,16.50987936,completed,3180,3266.16353821712,86.16353821711999,0,0.2315235707837838,172.55860000502344,0.0,3266.3950617879036,3282,Edge_cloud(3),Edge_cloud(1),3700,64
37,108,3171.175545,843.3061281,,32.3801212,rejected,3210,,0,0,0,0,0,,3323,,Edge_cloud(0),,
38,109,241.1257847,584.4193036,,22.39411355,completed,3240,3333.98562401888,93.98562401888,1.1368683772161603e-13,0.08314682231034483,188.05439486007072,0.0,3334.0687708411906,3385,Edge_cloud(2),Edge_cloud(0),2900,32
38,110,3254.227051,564.0915604,109,5.528633922,completed,3240,3334.0687708411906,90.71692291232002,3.3518479288705834,1.1221472589655173,185.90784101247618,3334.0687708411906,3335.190918100156,3385,Edge_cloud(2),Edge_cloud(0),2900,32
38,111,1458.007324,114.2065933,109,45.88157306,completed,3240,3334.0713636411906,18.37542020264,75.6959434385506,13.254612036363635,125.70139588019401,3334.0713636411906,3347.325975677554,3385,Edge_cloud(0),Edge_cloud(0),110,64
39,112,2303.417188,175.6861358,,39.14616187,completed,3330,3358.26133063664,28.26133063664,1.9539925233402755e-13,0.7942817889655172,57.31694306224608,0.0,3359.055612425606,3489,Edge_cloud(1),Edge_cloud(3),2900,64
39,113,1791.796305,972.3050039,112,3.762531373,completed,3330,3486.35764462712,156.35764462712,0,0.6178607948275863,313.3331500490676,3359.055612425606,3486.9755054219477,3489,Edge_cloud(1),Edge_cloud(3),2900,64
39,114,946.5081056,236.2018793,"112,113",26.72812964,completed,3330,3487.3711854219478,75.674601376,81.69658404594776,0.018930162112,233.06471696005974,3487.3711854219478,3487.39011558406,3489,CentralCloud(4),Edge_cloud(3),50000,1000000
39,115,3147.705871,977.6775968,112,5.085500582,completed,3330,3487.22155756544,157.22155756543998,0,0.8507313164864865,315.2938464473664,3359.0581740256057,3488.0722888819264,3489,Edge_cloud(3),Edge_cloud(3),3700,64
39,116,4421.68022,536.5935795,112,42.02720309,completed,3330,3416.2952475836,86.29524758360002,1.4210854715202004e-14,40.19709290909091,212.78758807629083,3359.057514025606,3456.492340492691,3489,Edge_cloud(0),Edge_cloud(3),110,64
40,117,4799.512787,144.4311566,,31.03768409,completed,3480,3503.23552998128,23.235529981280003,0,43.631934427272725,90.10299438983247,0.0,3546.8674644085527,3618,Edge_cloud(0),Edge_cloud(3),110,64
40,118,1042.497179,108.3091807,117,9.450007545,completed,3480,3546.8700484085525,17.42711625656,49.44293215199252,0.35948178586206897,84.65664645097468,3546.8700484085525,3547.2295301944146,3618,Edge_cloud(2),Edge_cloud(3),2900,32
40,119,3615.126593,216.77543,"117,118",2.016325798,completed,3480,3549.4581376,69.45813759999999,1.1368683772161603e-13,0.07230253186,138.98857773186,3547.5772101944144,3549.53044013186,3618,CentralCloud(4),Edge_cloud(3),50000,1000000
41,120,3355.262896,926.3809567,,2.547469595,completed,3570,3718.97305783736,148.97305783736,1.1368683772161603e-13,0.9068278097297298,298.85294348444995,0.0,3719.87988564709,3722,Edge_cloud(3),Edge_cloud(2),3700,64
41,121,1782.551169,420.0087221,,25.86090813,completed,3570,3637.5484025136802,67.54840251368002,2.1316282072803006e-13,16.205010627272728,151.30181565463317,0.0,3653.753413140953,3722,Edge_cloud(0),Edge_cloud(2),110,64
41,122,193.5860768,401.4799253,"121,120",36.98430046,completed,3570,3719.88185204709,64.56897198824,85.31288005884998,0.0667538195862069,214.517577854916,3719.88185204709,3719.948605866676,3722,Edge_cloud(1),Edge_cloud(2),2900,64
41,123,3479.977112,320.0741985,,6.921182115,completed,3570,3672.51374352,102.51374351999999,0,0.06959954224,205.09708658224008,0.0,3672.58334306224,3722,CentralCloud(4),Edge_cloud(2),50000,1000000
41,124,4732.924817,155.5912321,"123,120",11.84291923,completed,3570,3720.20420564709,49.87919427200001,100.32501137509001,0.09465849634,200.17805841542986,3720.20420564709,3720.29886414343,3722,CentralCloud(4),Edge_cloud(2),50000,1000000
42,125,3197.388597,492.9726852,,17.03573731,completed,3720,3799.28100778016,79.28100778016001,4.263256414560601e-14,1.1025477920689655,159.664563352389,0.0,3800.383555572229,3826,Edge_cloud(1),Edge_cloud(2),2900,64
43,126,2232.934349,138.7473047,,11.68576232,completed,3750,3772.32156659576,22.321566595760004,2.842170943040401e-14,20.299403172727274,64.94253636424719,0.0,3792.620969768487,3899,Edge_cloud(0),Edge_cloud(1),110,64
43,127,2673.254081,837.125434,126,20.17549157,completed,3750,3884.6207697872,134.6207697872,5.684341886080802e-14,0.722501102972973,269.9640406773733,3792.623561768487,3885.3432708901732,3899,Edge_cloud(3),Edge_cloud(1),3700,64
43,128,1078.181158,376.6930164,126,28.42113528,completed,3750,3870.631765248,120.631765248,1.9895196601282805e-13,0.021563623160000003,241.28509411916048,3793.0024097684873,3870.6533288711603,3899,CentralCloud(4),Edge_cloud(1),50000,1000000
44,129,3777.666402,381.0555321,,34.56190066,completed,3840,3901.28472956168,61.284729561679995,0,1.3026435868965516,123.87210271025606,0.0,3902.5873731485763,3972,Edge_cloud(1),Edge_cloud(2),2900,64
44,130,3757.457167,479.2663642,,48.22498393,completed,3840,3917.07703136336,77.07703136336,2.1316282072803006e-13,34.15870151818182,188.31276424490216,0.0,3951.235732881542,3972,Edge_cloud(0),Edge_cloud(2),110,64
45,131,813.0347719,449.686436,,46.61133981,completed,3900,3972.3205789088,72.3205789088,1.4210854715202004e-13,0.21973912754054054,144.86089694514067,0.0,3972.5403180363405,4000,Edge_cloud(3),Edge_cloud(0),3700,64
46,132,4402.094074,994.9093933,,28.93622177,rejected,3930,,0,0,0,0,0,,4048,,Edge_cloud(0),,
47,133,1419.029723,549.92731,,36.97335277,completed,3960,4136.0667392,176.0667392,0,0.028380594460000002,352.1618589944592,0.0,4136.09511979446,4141,CentralCloud(4),Edge_cloud(3),50000,1000000
47,134,4913.054699,97.31968675,,47.59273803,completed,3960,3991.23229976,31.23229976,0,0.09826109398,62.562860613979865,0.0,3991.33056085398,4141,CentralCloud(4),Edge_cloud(3),50000,1000000
47,135,1976.224769,610.8085682,134,5.090125283,completed,3960,4058.22901776656,98.22901776655999,0,0.6814568168965517,197.13949235001655,3991.65840085398,4058.9104745834566,4141,Edge_cloud(1),Edge_cloud(3),2900,64
47,136,971.6318878,160.0684499,135,1.276103233,completed,3960,4058.9125561834567,25.75000674392,73.16254943953668,8.833017161818182,133.49558008919485,4058.9125561834567,4067.745573345275,4141,Edge_cloud(0),Edge_cloud(3),110,64
47,137,1823.428546,40.62826828,,2.460188423,completed,3960,3973.0910458496,13.0910458496,4.973799150320701e-14,0.03646857092,26.21856027012018,0.0,3973.12751442052,4141,CentralCloud(4),Edge_cloud(3),50000,1000000
48,138,2256.883611,971.0347321,,28.60411876,rejected,4110,,0,0,0,0,0,,4250,,Edge_cloud(1),,
48,139,439.6080879,775.8035026,,38.37883784,completed,4110,4234.76020321808,124.76020321808001,2.7000623958883807e-13,0.1515889958275862,249.67199543198785,0.0,4234.911792213908,4250,Edge_cloud(1),Edge_cloud(1),2900,64
49,140,2933.270068,980.3079025,,18.98667259,completed,4170,4327.644510722,157.64451072199998,0,1.0114724372413793,316.300493881241,0.0,4328.655983159241,4353,Edge_cloud(2),Edge_cloud(0),2900,32
49,141,3028.398955,483.0996635,,27.71671956,completed,4170,4324.68189232,154.68189232,0,0.0605679791,309.4243526190994,0.0,4324.7424602991,4353,CentralCloud(4),Edge_cloud(0),50000,1000000
49,142,3720.759231,536.9349558,140,26.30194961,completed,4170,4328.655983159241,86.35014089264,72.30584226660126,1.2830204244827585,246.28914447636453,4328.655983159241,4329.939003583724,4353,Edge_cloud(2),Edge_cloud(0),2900,32
49,143,242.9324722,176.6535864,140,5.643773688,completed,4170,4328.983823159241,56.619147647999995,102.36467551124119,0.0048586494440000004,215.60782945668507,4328.983823159241,4328.988681808685,4353,CentralCloud(4),Edge_cloud(0),50000,1000000
50,144,2752.067251,254.4383524,,16.75782495,completed,4290,4330.92468706592,40.92468706592,0,0.9489887072413793,82.79836283908116,0.0,4331.873675773161,4449,Edge_cloud(1),Edge_cloud(2),2900,64
50,145,359.246423,840.1637228,144,1.952322604,completed,4290,4425.10932662624,135.10932662624,0,0.12387807689655173,270.34253132937556,4331.875822973161,4425.233204703136,4449,Edge_cloud(2),Edge_cloud(2),2900,32
50,146,3535.606678,362.6237906,"145,144",6.424578752,completed,4290,4425.233204703136,58.32090552848,76.91229917465593,1.2191747165517242,194.7732849481672,4425.233204703136,4426.4523794196875,4449,Edge_cloud(2),Edge_cloud(2),2900,32
